Date,births,,,,,,,
4/3/1971,8876,,,,,,,
4/4/1971,8334,,,,,,,
4/5/1971,9982,,,,,,,
4/6/1971,10442,,,,,,,
4/7/1971,9746,,,,,,,
4/8/1971,9762,,,,,,,
4/9/1971,9756,,,,,,,
4/10/1971,8662,,,,,,,
4/11/1971,8090,,,,,,,
4/12/1971,9706,,,,,,,
4/13/1971,10296,,,,,,,
4/14/1971,9944,,,,,,,
4/15/1971,9610,,,,,,,
4/16/1971,9934,,,,,,,
4/17/1971,8914,,,,,,,
4/18/1971,8180,,,,,,,
4/19/1971,9918,,,,,,,
4/20/1971,10272,,,,,,,
4/21/1971,9948,,,,,,,
4/22/1971,9712,,,,,,,
4/23/1971,9784,,,,,,,
4/24/1971,8838,,,,,,,
4/25/1971,7984,,,,,,,
4/26/1971,9956,,,,,,,
4/27/1971,10472,,,,,,,
4/28/1971,9664,,,,,,,
4/29/1971,9712,,,,,,,
4/30/1971,9752,,,,,,,
5/1/1971,8826,,,,,,,
5/2/1971,7910,,,,,,,
5/3/1971,9372,,,,,,,
5/4/1971,9840,,,,,,,
5/5/1971,9310,,,,,,,
5/6/1971,9156,,,,,,,
5/7/1971,9754,,,,,,,
5/8/1971,8610,,,,,,,
5/9/1971,8258,,,,,,,
5/10/1971,9636,,,,,,,
5/11/1971,10000,,,,,,,
5/12/1971,9718,,,,,,,
5/13/1971,9402,,,,,,,
5/14/1971,9654,,,,,,,
5/15/1971,8424,,,,,,,
5/16/1971,7932,,,,,,,
5/17/1971,9796,,,,,,,
5/18/1971,10342,,,,,,,
5/19/1971,9818,,,,,,,
5/20/1971,9568,,,,,,,
5/21/1971,9480,,,,,,,
5/22/1971,8380,,,,,,,
5/23/1971,7822,,,,,,,
5/24/1971,9798,,,,,,,
5/25/1971,10234,,,,,,,
5/26/1971,9622,,,,,,,
5/27/1971,9552,,,,,,,
5/28/1971,9776,,,,,,,
5/29/1971,8592,,,,,,,
5/30/1971,7884,,,,,,,
5/31/1971,8424,,,,,,,
6/1/1971,9912,,,,,,,
6/2/1971,9826,,,,,,,
6/3/1971,9932,,,,,,,
6/4/1971,10328,,,,,,,
6/5/1971,8944,,,,,,,
6/6/1971,8362,,,,,,,
6/7/1971,9780,,,,,,,
6/8/1971,10032,,,,,,,
6/9/1971,9832,,,,,,,
6/10/1971,9424,,,,,,,
6/11/1971,9814,,,,,,,
6/12/1971,8824,,,,,,,
6/13/1971,8096,,,,,,,
6/14/1971,9810,,,,,,,
6/15/1971,9938,,,,,,,
6/16/1971,9750,,,,,,,
6/17/1971,9388,,,,,,,
6/18/1971,9944,,,,,,,
6/19/1971,8702,,,,,,,
6/20/1971,8194,,,,,,,
6/21/1971,9720,,,,,,,
6/22/1971,10122,,,,,,,
6/23/1971,9600,,,,,,,
6/24/1971,9684,,,,,,,
6/25/1971,10286,,,,,,,
6/26/1971,8936,,,,,,,
6/27/1971,8050,,,,,,,
6/28/1971,9986,,,,,,,
6/29/1971,10132,,,,,,,
6/30/1971,10126,,,,,,,
7/1/1971,10130,,,,,,,
7/2/1971,10014,,,,,,,
7/3/1971,8696,,,,,,,
7/4/1971,8126,,,,,,,
7/5/1971,8646,,,,,,,
7/6/1971,10180,,,,,,,
7/7/1971,10542,,,,,,,
7/8/1971,10176,,,,,,,
7/9/1971,10496,,,,,,,
7/10/1971,9160,,,,,,,
7/11/1971,8474,,,,,,,
7/12/1971,9928,,,,,,,
7/13/1971,10506,,,,,,,
7/14/1971,10494,,,,,,,
7/15/1971,10064,,,,,,,
7/16/1971,10550,,,,,,,
7/17/1971,9424,,,,,,,
7/18/1971,8608,,,,,,,
7/19/1971,9974,,,,,,,
7/20/1971,10460,,,,,,,
7/21/1971,10414,,,,,,,
7/22/1971,10264,,,,,,,
7/23/1971,10540,,,,,,,
7/24/1971,9454,,,,,,,
7/25/1971,8650,,,,,,,
7/26/1971,10256,,,,,,,
7/27/1971,10786,,,,,,,
7/28/1971,10330,,,,,,,
7/29/1971,10274,,,,,,,
7/30/1971,10572,,,,,,,
7/31/1971,9308,,,,,,,
8/1/1971,8574,,,,,,,
8/2/1971,10324,,,,,,,
8/3/1971,10940,,,,,,,
8/4/1971,10532,,,,,,,
8/5/1971,9980,,,,,,,
8/6/1971,10258,,,,,,,
8/7/1971,9448,,,,,,,
8/8/1971,9104,,,,,,,
8/9/1971,10336,,,,,,,
8/10/1971,11164,,,,,,,
8/11/1971,10846,,,,,,,
8/12/1971,10282,,,,,,,
8/13/1971,10368,,,,,,,
8/14/1971,9620,,,,,,,
8/15/1971,8836,,,,,,,
8/16/1971,10178,,,,,,,
8/17/1971,10626,,,,,,,
8/18/1971,10442,,,,,,,
8/19/1971,10386,,,,,,,
8/20/1971,10870,,,,,,,
8/21/1971,9654,,,,,,,
8/22/1971,8866,,,,,,,
8/23/1971,10398,,,,,,,
8/24/1971,10704,,,,,,,
8/25/1971,10334,,,,,,,
8/26/1971,10544,,,,,,,
8/27/1971,10394,,,,,,,
8/28/1971,9524,,,,,,,
8/29/1971,8720,,,,,,,
8/30/1971,10068,,,,,,,
8/31/1971,10766,,,,,,,
9/1/1971,10416,,,,,,,
9/2/1971,10218,,,,,,,
9/3/1971,10788,,,,,,,
9/4/1971,9566,,,,,,,
9/5/1971,8852,,,,,,,
9/6/1971,9252,,,,,,,
9/7/1971,10854,,,,,,,
9/8/1971,10988,,,,,,,
9/9/1971,10982,,,,,,,
9/10/1971,10910,,,,,,,
9/11/1971,9542,,,,,,,
9/12/1971,8916,,,,,,,
9/13/1971,10582,,,,,,,
9/14/1971,11034,,,,,,,
9/15/1971,10716,,,,,,,
9/16/1971,10780,,,,,,,
9/17/1971,11004,,,,,,,
9/18/1971,9882,,,,,,,
9/19/1971,9110,,,,,,,
9/20/1971,10702,,,,,,,
9/21/1971,11064,,,,,,,
9/22/1971,10586,,,,,,,
9/23/1971,10708,,,,,,,
9/24/1971,10862,,,,,,,
9/25/1971,9584,,,,,,,
9/26/1971,9380,,,,,,,
9/27/1971,10786,,,,,,,
9/28/1971,11472,,,,,,,
9/29/1971,10990,,,,,,,
9/30/1971,10908,,,,,,,
10/1/1971,10922,,,,,,,
10/2/1971,9606,,,,,,,
10/3/1971,8800,,,,,,,
10/4/1971,10606,,,,,,,
10/5/1971,10874,,,,,,,
10/6/1971,10344,,,,,,,
10/7/1971,10292,,,,,,,
10/8/1971,10396,,,,,,,
10/9/1971,9070,,,,,,,
10/10/1971,9060,,,,,,,
10/11/1971,10266,,,,,,,
10/12/1971,10530,,,,,,,
10/13/1971,10210,,,,,,,
10/14/1971,10186,,,,,,,
10/15/1971,10180,,,,,,,
10/16/1971,9150,,,,,,,
10/17/1971,8504,,,,,,,
10/18/1971,10198,,,,,,,
10/19/1971,10490,,,,,,,
10/20/1971,9870,,,,,,,
10/21/1971,9990,,,,,,,
10/22/1971,10042,,,,,,,
10/23/1971,8732,,,,,,,
10/24/1971,8416,,,,,,,
10/25/1971,9566,,,,,,,
10/26/1971,10054,,,,,,,
10/27/1971,9896,,,,,,,
10/28/1971,9802,,,,,,,
10/29/1971,9922,,,,,,,
10/30/1971,8614,,,,,,,
10/31/1971,8616,,,,,,,
11/1/1971,9636,,,,,,,
11/2/1971,9966,,,,,,,
11/3/1971,9794,,,,,,,
11/4/1971,9516,,,,,,,
11/5/1971,9862,,,,,,,
11/6/1971,8700,,,,,,,
11/7/1971,8232,,,,,,,
11/8/1971,9740,,,,,,,
11/9/1971,10166,,,,,,,
11/10/1971,9690,,,,,,,
11/11/1971,9560,,,,,,,
11/12/1971,10108,,,,,,,
11/13/1971,8848,,,,,,,
11/14/1971,8358,,,,,,,
11/15/1971,9860,,,,,,,
11/16/1971,10138,,,,,,,
11/17/1971,9726,,,,,,,
11/18/1971,9838,,,,,,,
11/19/1971,10136,,,,,,,
11/20/1971,8932,,,,,,,
11/21/1971,8286,,,,,,,
11/22/1971,9894,,,,,,,
11/23/1971,10132,,,,,,,
11/24/1971,9586,,,,,,,
11/25/1971,7566,,,,,,,
11/26/1971,9142,,,,,,,
11/27/1971,8562,,,,,,,
11/28/1971,8240,,,,,,,
11/29/1971,9748,,,,,,,
11/30/1971,9766,,,,,,,
12/1/1971,9634,,,,,,,
12/2/1971,9166,,,,,,,
12/3/1971,9292,,,,,,,
12/4/1971,8792,,,,,,,
12/5/1971,8254,,,,,,,
12/6/1971,9732,,,,,,,
12/7/1971,10026,,,,,,,
12/8/1971,9564,,,,,,,
12/9/1971,9526,,,,,,,
12/10/1971,9878,,,,,,,
12/11/1971,8588,,,,,,,
12/12/1971,8102,,,,,,,
12/13/1971,9502,,,,,,,
12/14/1971,10186,,,,,,,
12/15/1971,9886,,,,,,,
12/16/1971,9770,,,,,,,
12/17/1971,9936,,,,,,,
12/18/1971,8522,,,,,,,
12/19/1971,7952,,,,,,,
12/20/1971,10102,,,,,,,
12/21/1971,10306,,,,,,,
12/22/1971,9018,,,,,,,
12/23/1971,8266,,,,,,,
12/24/1971,7826,,,,,,,
12/25/1971,7240,,,,,,,
12/26/1971,7620,,,,,,,
12/27/1971,9692,,,,,,,
12/28/1971,10494,,,,,,,
12/29/1971,10180,,,,,,,
12/30/1971,10156,,,,,,,
12/31/1971,9174,,,,,,,
1/1/1972,7693,,,,,,,
1/2/1972,7795,,,,,,,
1/3/1972,8936,,,,,,,
1/4/1972,9241,,,,,,,
1/5/1972,8952,,,,,,,
1/6/1972,8738,,,,,,,
1/7/1972,9330,,,,,,,
1/8/1972,8242,,,,,,,
1/9/1972,7911,,,,,,,
1/10/1972,9347,,,,,,,
1/11/1972,9788,,,,,,,
1/12/1972,9312,,,,,,,
1/13/1972,9285,,,,,,,
1/14/1972,9622,,,,,,,
1/15/1972,8035,,,,,,,
1/16/1972,7664,,,,,,,
1/17/1972,9422,,,,,,,
1/18/1972,9872,,,,,,,
1/19/1972,9426,,,,,,,
1/20/1972,9341,,,,,,,
1/21/1972,9368,,,,,,,
1/22/1972,8810,,,,,,,
1/23/1972,8148,,,,,,,
1/24/1972,9646,,,,,,,
1/25/1972,9778,,,,,,,
1/26/1972,9156,,,,,,,
1/27/1972,9056,,,,,,,
1/28/1972,9177,,,,,,,
1/29/1972,8232,,,,,,,
1/30/1972,7926,,,,,,,
1/31/1972,9271,,,,,,,
2/1/1972,9663,,,,,,,
2/2/1972,9370,,,,,,,
2/3/1972,9227,,,,,,,
2/4/1972,9359,,,,,,,
2/5/1972,8323,,,,,,,
2/6/1972,7965,,,,,,,
2/7/1972,9295,,,,,,,
2/8/1972,9598,,,,,,,
2/9/1972,9000,,,,,,,
2/10/1972,8945,,,,,,,
2/11/1972,9357,,,,,,,
2/12/1972,8571,,,,,,,
2/13/1972,8009,,,,,,,
2/14/1972,9864,,,,,,,
2/15/1972,9667,,,,,,,
2/16/1972,9574,,,,,,,
2/17/1972,9425,,,,,,,
2/18/1972,9652,,,,,,,
2/19/1972,8350,,,,,,,
2/20/1972,7936,,,,,,,
2/21/1972,8807,,,,,,,
2/22/1972,9715,,,,,,,
2/23/1972,9357,,,,,,,
2/24/1972,9239,,,,,,,
2/25/1972,9495,,,,,,,
2/26/1972,8601,,,,,,,
2/27/1972,7591,,,,,,,
2/28/1972,9297,,,,,,,
2/29/1972,9582,,,,,,,
3/1/1972,9621,,,,,,,
3/2/1972,9275,,,,,,,
3/3/1972,9605,,,,,,,
3/4/1972,8424,,,,,,,
3/5/1972,7720,,,,,,,
3/6/1972,9126,,,,,,,
3/7/1972,9482,,,,,,,
3/8/1972,9231,,,,,,,
3/9/1972,8905,,,,,,,
3/10/1972,9110,,,,,,,
3/11/1972,8243,,,,,,,
3/12/1972,7865,,,,,,,
3/13/1972,9267,,,,,,,
3/14/1972,9593,,,,,,,
3/15/1972,9246,,,,,,,
3/16/1972,9046,,,,,,,
3/17/1972,9489,,,,,,,
3/18/1972,8076,,,,,,,
3/19/1972,7658,,,,,,,
3/20/1972,8805,,,,,,,
3/21/1972,9060,,,,,,,
3/22/1972,8921,,,,,,,
3/23/1972,8878,,,,,,,
3/24/1972,8893,,,,,,,
3/25/1972,7926,,,,,,,
3/26/1972,7549,,,,,,,
3/27/1972,9083,,,,,,,
3/28/1972,9267,,,,,,,
3/29/1972,8881,,,,,,,
3/30/1972,8644,,,,,,,
3/31/1972,8740,,,,,,,
4/1/1972,7558,,,,,,,
4/2/1972,7359,,,,,,,
4/3/1972,8704,,,,,,,
4/4/1972,9321,,,,,,,
4/5/1972,8887,,,,,,,
4/6/1972,8971,,,,,,,
4/7/1972,8970,,,,,,,
4/8/1972,7891,,,,,,,
4/9/1972,7535,,,,,,,
4/10/1972,8698,,,,,,,
4/11/1972,9180,,,,,,,
4/12/1972,8967,,,,,,,
4/13/1972,8987,,,,,,,
4/14/1972,9192,,,,,,,
4/15/1972,8107,,,,,,,
4/16/1972,7565,,,,,,,
4/17/1972,8859,,,,,,,
4/18/1972,9301,,,,,,,
4/19/1972,8827,,,,,,,
4/20/1972,8828,,,,,,,
4/21/1972,8719,,,,,,,
4/22/1972,7833,,,,,,,
4/23/1972,7335,,,,,,,
4/24/1972,8906,,,,,,,
4/25/1972,9313,,,,,,,
4/26/1972,8644,,,,,,,
4/27/1972,8719,,,,,,,
4/28/1972,8852,,,,,,,
4/29/1972,7807,,,,,,,
4/30/1972,7212,,,,,,,
5/1/1972,9045,,,,,,,
5/2/1972,9333,,,,,,,
5/3/1972,9100,,,,,,,
5/4/1972,8754,,,,,,,
5/5/1972,8919,,,,,,,
5/6/1972,7789,,,,,,,
5/7/1972,7607,,,,,,,
5/8/1972,8976,,,,,,,
5/9/1972,9274,,,,,,,
5/10/1972,8908,,,,,,,
5/11/1972,8746,,,,,,,
5/12/1972,9080,,,,,,,
5/13/1972,8026,,,,,,,
5/14/1972,7529,,,,,,,
5/15/1972,9059,,,,,,,
5/16/1972,9373,,,,,,,
5/17/1972,9107,,,,,,,
5/18/1972,8809,,,,,,,
5/19/1972,9016,,,,,,,
5/20/1972,8032,,,,,,,
5/21/1972,7368,,,,,,,
5/22/1972,9248,,,,,,,
5/23/1972,9655,,,,,,,
5/24/1972,9146,,,,,,,
5/25/1972,9293,,,,,,,
5/26/1972,8986,,,,,,,
5/27/1972,7975,,,,,,,
5/28/1972,7607,,,,,,,
5/29/1972,7852,,,,,,,
5/30/1972,9202,,,,,,,
5/31/1972,9451,,,,,,,
6/1/1972,9177,,,,,,,
6/2/1972,8857,,,,,,,
6/3/1972,8075,,,,,,,
6/4/1972,7587,,,,,,,
6/5/1972,8727,,,,,,,
6/6/1972,9273,,,,,,,
6/7/1972,9083,,,,,,,
6/8/1972,8764,,,,,,,
6/9/1972,9117,,,,,,,
6/10/1972,8135,,,,,,,
6/11/1972,7338,,,,,,,
6/12/1972,8697,,,,,,,
6/13/1972,9204,,,,,,,
6/14/1972,8860,,,,,,,
6/15/1972,8931,,,,,,,
6/16/1972,9198,,,,,,,
6/17/1972,7780,,,,,,,
6/18/1972,7438,,,,,,,
6/19/1972,8850,,,,,,,
6/20/1972,9169,,,,,,,
6/21/1972,8832,,,,,,,
6/22/1972,8539,,,,,,,
6/23/1972,8787,,,,,,,
6/24/1972,7905,,,,,,,
6/25/1972,7587,,,,,,,
6/26/1972,9199,,,,,,,
6/27/1972,9415,,,,,,,
6/28/1972,9275,,,,,,,
6/29/1972,9215,,,,,,,
6/30/1972,9179,,,,,,,
7/1/1972,8493,,,,,,,
7/2/1972,7725,,,,,,,
7/3/1972,8752,,,,,,,
7/4/1972,8093,,,,,,,
7/5/1972,8920,,,,,,,
7/6/1972,9253,,,,,,,
7/7/1972,9510,,,,,,,
7/8/1972,8622,,,,,,,
7/9/1972,7656,,,,,,,
7/10/1972,9262,,,,,,,
7/11/1972,9635,,,,,,,
7/12/1972,9738,,,,,,,
7/13/1972,9390,,,,,,,
7/14/1972,9657,,,,,,,
7/15/1972,8746,,,,,,,
7/16/1972,7968,,,,,,,
7/17/1972,9534,,,,,,,
7/18/1972,9719,,,,,,,
7/19/1972,9235,,,,,,,
7/20/1972,9548,,,,,,,
7/21/1972,9664,,,,,,,
7/22/1972,8595,,,,,,,
7/23/1972,7954,,,,,,,
7/24/1972,9485,,,,,,,
7/25/1972,9662,,,,,,,
7/26/1972,9146,,,,,,,
7/27/1972,9493,,,,,,,
7/28/1972,9506,,,,,,,
7/29/1972,8441,,,,,,,
7/30/1972,7710,,,,,,,
7/31/1972,9140,,,,,,,
8/1/1972,9836,,,,,,,
8/2/1972,9380,,,,,,,
8/3/1972,9300,,,,,,,
8/4/1972,9492,,,,,,,
8/5/1972,8509,,,,,,,
8/6/1972,7962,,,,,,,
8/7/1972,9290,,,,,,,
8/8/1972,10055,,,,,,,
8/9/1972,9481,,,,,,,
8/10/1972,9386,,,,,,,
8/11/1972,9330,,,,,,,
8/12/1972,8708,,,,,,,
8/13/1972,8065,,,,,,,
8/14/1972,9539,,,,,,,
8/15/1972,10129,,,,,,,
8/16/1972,9698,,,,,,,
8/17/1972,9602,,,,,,,
8/18/1972,9798,,,,,,,
8/19/1972,8620,,,,,,,
8/20/1972,8287,,,,,,,
8/21/1972,9669,,,,,,,
8/22/1972,10160,,,,,,,
8/23/1972,9494,,,,,,,
8/24/1972,9410,,,,,,,
8/25/1972,9716,,,,,,,
8/26/1972,8718,,,,,,,
8/27/1972,8022,,,,,,,
8/28/1972,9744,,,,,,,
8/29/1972,10034,,,,,,,
8/30/1972,9583,,,,,,,
8/31/1972,9529,,,,,,,
9/1/1972,9543,,,,,,,
9/2/1972,8408,,,,,,,
9/3/1972,8067,,,,,,,
9/4/1972,8194,,,,,,,
9/5/1972,9660,,,,,,,
9/6/1972,9819,,,,,,,
9/7/1972,9824,,,,,,,
9/8/1972,10143,,,,,,,
9/9/1972,8826,,,,,,,
9/10/1972,8233,,,,,,,
9/11/1972,9771,,,,,,,
9/12/1972,10019,,,,,,,
9/13/1972,9794,,,,,,,
9/14/1972,10035,,,,,,,
9/15/1972,10279,,,,,,,
9/16/1972,9201,,,,,,,
9/17/1972,8539,,,,,,,
9/18/1972,9905,,,,,,,
9/19/1972,10073,,,,,,,
9/20/1972,9922,,,,,,,
9/21/1972,9724,,,,,,,
9/22/1972,9782,,,,,,,
9/23/1972,8777,,,,,,,
9/24/1972,8455,,,,,,,
9/25/1972,9835,,,,,,,
9/26/1972,10153,,,,,,,
9/27/1972,9912,,,,,,,
9/28/1972,9594,,,,,,,
9/29/1972,9676,,,,,,,
9/30/1972,8851,,,,,,,
10/1/1972,7982,,,,,,,
10/2/1972,9631,,,,,,,
10/3/1972,9520,,,,,,,
10/4/1972,9523,,,,,,,
10/5/1972,9443,,,,,,,
10/6/1972,9729,,,,,,,
10/7/1972,8409,,,,,,,
10/8/1972,7904,,,,,,,
10/9/1972,9155,,,,,,,
10/10/1972,9766,,,,,,,
10/11/1972,9160,,,,,,,
10/12/1972,9496,,,,,,,
10/13/1972,9283,,,,,,,
10/14/1972,8226,,,,,,,
10/15/1972,7884,,,,,,,
10/16/1972,9104,,,,,,,
10/17/1972,9403,,,,,,,
10/18/1972,9057,,,,,,,
10/19/1972,9007,,,,,,,
10/20/1972,9124,,,,,,,
10/21/1972,7980,,,,,,,
10/22/1972,7705,,,,,,,
10/23/1972,8991,,,,,,,
10/24/1972,9348,,,,,,,
10/25/1972,9052,,,,,,,
10/26/1972,8839,,,,,,,
10/27/1972,9030,,,,,,,
10/28/1972,7995,,,,,,,
10/29/1972,7907,,,,,,,
10/30/1972,8934,,,,,,,
10/31/1972,9292,,,,,,,
11/1/1972,9021,,,,,,,
11/2/1972,8837,,,,,,,
11/3/1972,9318,,,,,,,
11/4/1972,8099,,,,,,,
11/5/1972,7465,,,,,,,
11/6/1972,9256,,,,,,,
11/7/1972,9429,,,,,,,
11/8/1972,9240,,,,,,,
11/9/1972,9064,,,,,,,
11/10/1972,9241,,,,,,,
11/11/1972,8524,,,,,,,
11/12/1972,7808,,,,,,,
11/13/1972,9000,,,,,,,
11/14/1972,9446,,,,,,,
11/15/1972,9051,,,,,,,
11/16/1972,9052,,,,,,,
11/17/1972,9291,,,,,,,
11/18/1972,8082,,,,,,,
11/19/1972,7806,,,,,,,
11/20/1972,9506,,,,,,,
11/21/1972,9546,,,,,,,
11/22/1972,9157,,,,,,,
11/23/1972,7403,,,,,,,
11/24/1972,8603,,,,,,,
11/25/1972,8307,,,,,,,
11/26/1972,7790,,,,,,,
11/27/1972,9374,,,,,,,
11/28/1972,9663,,,,,,,
11/29/1972,9178,,,,,,,
11/30/1972,9056,,,,,,,
12/1/1972,9060,,,,,,,
12/2/1972,8109,,,,,,,
12/3/1972,7883,,,,,,,
12/4/1972,9296,,,,,,,
12/5/1972,9677,,,,,,,
12/6/1972,9279,,,,,,,
12/7/1972,9126,,,,,,,
12/8/1972,9010,,,,,,,
12/9/1972,8241,,,,,,,
12/10/1972,7882,,,,,,,
12/11/1972,9439,,,,,,,
12/12/1972,9902,,,,,,,
12/13/1972,9356,,,,,,,
12/14/1972,9277,,,,,,,
12/15/1972,9706,,,,,,,
12/16/1972,8676,,,,,,,
12/17/1972,7770,,,,,,,
12/18/1972,10101,,,,,,,
12/19/1972,10264,,,,,,,
12/20/1972,9800,,,,,,,
12/21/1972,9431,,,,,,,
12/22/1972,8767,,,,,,,
12/23/1972,7566,,,,,,,
12/24/1972,7177,,,,,,,
12/25/1972,7241,,,,,,,
12/26/1972,8785,,,,,,,
12/27/1972,9832,,,,,,,
12/28/1972,10023,,,,,,,
12/29/1972,10026,,,,,,,
12/30/1972,8557,,,,,,,
12/31/1972,7812,,,,,,,
1/1/1973,7391,,,,,,,
1/2/1973,8242,,,,,,,
1/3/1973,8966,,,,,,,
1/4/1973,8879,,,,,,,
1/5/1973,8859,,,,,,,
1/6/1973,7766,,,,,,,
1/7/1973,7309,,,,,,,
1/8/1973,8586,,,,,,,
1/9/1973,8706,,,,,,,
1/10/1973,8679,,,,,,,
1/11/1973,8950,,,,,,,
1/12/1973,9185,,,,,,,
1/13/1973,8184,,,,,,,
1/14/1973,7560,,,,,,,
1/15/1973,8903,,,,,,,
1/16/1973,9349,,,,,,,
1/17/1973,9196,,,,,,,
1/18/1973,9064,,,,,,,
1/19/1973,9387,,,,,,,
1/20/1973,8022,,,,,,,
1/21/1973,7619,,,,,,,
1/22/1973,9039,,,,,,,
1/23/1973,9272,,,,,,,
1/24/1973,8886,,,,,,,
1/25/1973,8959,,,,,,,
1/26/1973,9037,,,,,,,
1/27/1973,8022,,,,,,,
1/28/1973,7827,,,,,,,
1/29/1973,8989,,,,,,,
1/30/1973,8759,,,,,,,
1/31/1973,8837,,,,,,,
2/1/1973,8495,,,,,,,
2/2/1973,8877,,,,,,,
2/3/1973,8127,,,,,,,
2/4/1973,7487,,,,,,,
2/5/1973,9013,,,,,,,
2/6/1973,9232,,,,,,,
2/7/1973,8828,,,,,,,
2/8/1973,8799,,,,,,,
2/9/1973,9005,,,,,,,
2/10/1973,8121,,,,,,,
2/11/1973,7411,,,,,,,
2/12/1973,8905,,,,,,,
2/13/1973,8896,,,,,,,
2/14/1973,9123,,,,,,,
2/15/1973,8905,,,,,,,
2/16/1973,8941,,,,,,,
2/17/1973,8154,,,,,,,
2/18/1973,7409,,,,,,,
2/19/1973,8613,,,,,,,
2/20/1973,9140,,,,,,,
2/21/1973,9342,,,,,,,
2/22/1973,8816,,,,,,,
2/23/1973,8933,,,,,,,
2/24/1973,8350,,,,,,,
2/25/1973,7893,,,,,,,
2/26/1973,8867,,,,,,,
2/27/1973,9027,,,,,,,
2/28/1973,8934,,,,,,,
3/1/1973,9049,,,,,,,
3/2/1973,9250,,,,,,,
3/3/1973,8431,,,,,,,
3/4/1973,7834,,,,,,,
3/5/1973,8982,,,,,,,
3/6/1973,9410,,,,,,,
3/7/1973,9087,,,,,,,
3/8/1973,9036,,,,,,,
3/9/1973,9100,,,,,,,
3/10/1973,8215,,,,,,,
3/11/1973,7675,,,,,,,
3/12/1973,9191,,,,,,,
3/13/1973,9411,,,,,,,
3/14/1973,8913,,,,,,,
3/15/1973,9092,,,,,,,
3/16/1973,8899,,,,,,,
3/17/1973,8060,,,,,,,
3/18/1973,7573,,,,,,,
3/19/1973,8728,,,,,,,
3/20/1973,9052,,,,,,,
3/21/1973,8797,,,,,,,
3/22/1973,8804,,,,,,,
3/23/1973,8970,,,,,,,
3/24/1973,7848,,,,,,,
3/25/1973,7603,,,,,,,
3/26/1973,8968,,,,,,,
3/27/1973,9110,,,,,,,
3/28/1973,8752,,,,,,,
3/29/1973,8836,,,,,,,
3/30/1973,8919,,,,,,,
3/31/1973,7887,,,,,,,
4/1/1973,7495,,,,,,,
4/2/1973,8906,,,,,,,
4/3/1973,9035,,,,,,,
4/4/1973,8766,,,,,,,
4/5/1973,8507,,,,,,,
4/6/1973,8615,,,,,,,
4/7/1973,8060,,,,,,,
4/8/1973,7355,,,,,,,
4/9/1973,8449,,,,,,,
4/10/1973,8843,,,,,,,
4/11/1973,8781,,,,,,,
4/12/1973,8613,,,,,,,
4/13/1973,8616,,,,,,,
4/14/1973,7445,,,,,,,
4/15/1973,7167,,,,,,,
4/16/1973,8659,,,,,,,
4/17/1973,8917,,,,,,,
4/18/1973,8891,,,,,,,
4/19/1973,8672,,,,,,,
4/20/1973,8540,,,,,,,
4/21/1973,7579,,,,,,,
4/22/1973,6954,,,,,,,
4/23/1973,8372,,,,,,,
4/24/1973,8757,,,,,,,
4/25/1973,8352,,,,,,,
4/26/1973,8508,,,,,,,
4/27/1973,8537,,,,,,,
4/28/1973,7390,,,,,,,
4/29/1973,6757,,,,,,,
4/30/1973,8514,,,,,,,
5/1/1973,8846,,,,,,,
5/2/1973,8501,,,,,,,
5/3/1973,8321,,,,,,,
5/4/1973,8296,,,,,,,
5/5/1973,7546,,,,,,,
5/6/1973,6892,,,,,,,
5/7/1973,8274,,,,,,,
5/8/1973,8980,,,,,,,
5/9/1973,8626,,,,,,,
5/10/1973,8438,,,,,,,
5/11/1973,8619,,,,,,,
5/12/1973,7439,,,,,,,
5/13/1973,6989,,,,,,,
5/14/1973,8236,,,,,,,
5/15/1973,8776,,,,,,,
5/16/1973,8545,,,,,,,
5/17/1973,8549,,,,,,,
5/18/1973,8584,,,,,,,
5/19/1973,7699,,,,,,,
5/20/1973,7165,,,,,,,
5/21/1973,8661,,,,,,,
5/22/1973,8767,,,,,,,
5/23/1973,8506,,,,,,,
5/24/1973,8429,,,,,,,
5/25/1973,9097,,,,,,,
5/26/1973,7708,,,,,,,
5/27/1973,7179,,,,,,,
5/28/1973,7303,,,,,,,
5/29/1973,8909,,,,,,,
5/30/1973,8785,,,,,,,
5/31/1973,8588,,,,,,,
6/1/1973,8855,,,,,,,
6/2/1973,7846,,,,,,,
6/3/1973,7209,,,,,,,
6/4/1973,8505,,,,,,,
6/5/1973,8898,,,,,,,
6/6/1973,8706,,,,,,,
6/7/1973,8786,,,,,,,
6/8/1973,8801,,,,,,,
6/9/1973,7930,,,,,,,
6/10/1973,7330,,,,,,,
6/11/1973,8896,,,,,,,
6/12/1973,9026,,,,,,,
6/13/1973,8730,,,,,,,
6/14/1973,8625,,,,,,,
6/15/1973,8822,,,,,,,
6/16/1973,8025,,,,,,,
6/17/1973,7405,,,,,,,
6/18/1973,8959,,,,,,,
6/19/1973,9046,,,,,,,
6/20/1973,8702,,,,,,,
6/21/1973,8782,,,,,,,
6/22/1973,8928,,,,,,,
6/23/1973,7782,,,,,,,
6/24/1973,7281,,,,,,,
6/25/1973,8790,,,,,,,
6/26/1973,9081,,,,,,,
6/27/1973,9012,,,,,,,
6/28/1973,9068,,,,,,,
6/29/1973,9008,,,,,,,
6/30/1973,7931,,,,,,,
7/1/1973,7561,,,,,,,
7/2/1973,9003,,,,,,,
